Country,Sex,Cause of Death,DALY per 100k Pop
New Zealand,Male,"Trachea, bronchus, lung cancers",20.44
New Zealand,Male,Ischaemic heart disease,178.1
New Zealand,Male,Stroke,37.98
New Zealand,Male,Chronic obstructive pulmonary disease,41.5
New Zealand,Female,Total,196.5
New Zealand,Female,Lower respiratory infections,11.4
New Zealand,Female,"Trachea, bronchus, lung cancers",17.44
New Zealand,Female,Cataracts,0
New Zealand,Female,Ischaemic heart disease,87
New Zealand,Female,Stroke,45.02
New Zealand,Female,Chronic obstructive pulmonary disease,35.67
Philippines,Both sexes,Total,1460
Philippines,Both sexes,Lower respiratory infections,409.5
Philippines,Both sexes,"Trachea, bronchus, lung cancers",31.54
Philippines,Both sexes,Cataracts,0
Philippines,Both sexes,Ischaemic heart disease,571.7
Philippines,Both sexes,Stroke,314.3
Philippines,Both sexes,Chronic obstructive pulmonary disease,133
Philippines,Male,Total,1810
Philippines,Male,Lower respiratory infections,454.8
Philippines,Male,"Trachea, bronchus, lung cancers",43.45
Philippines,Male,Ischaemic heart disease,749.3
Philippines,Male,Stroke,381.4
Philippines,Male,Chronic obstructive pulmonary disease,180.6
Philippines,Female,Total,1106
Philippines,Female,Lower respiratory infections,363.5
Philippines,Female,"Trachea, bronchus, lung cancers",19.47
Philippines,Female,Cataracts,0
Philippines,Female,Ischaemic heart disease,391.6
Philippines,Female,Stroke,246.3
Philippines,Female,Chronic obstructive pulmonary disease,84.73
Palau,Both sexes,Cataracts,0
Palau,Female,Cataracts,0
Papua New Guinea,Both sexes,Total,911.4
Papua New Guinea,Both sexes,Lower respiratory infections,315.6
Papua New Guinea,Both sexes,"Trachea, bronchus, lung cancers",7.23
Papua New Guinea,Both sexes,Cataracts,0
Papua New Guinea,Both sexes,Ischaemic heart disease,336.4
Papua New Guinea,Both sexes,Stroke,169.7
Papua New Guinea,Both sexes,Chronic obstructive pulmonary disease,82.43
Papua New Guinea,Male,Total,1076
Papua New Guinea,Male,Lower respiratory infections,361
Papua New Guinea,Male,"Trachea, bronchus, lung cancers",9.54
Papua New Guinea,Male,Ischaemic heart disease,438.3
Papua New Guinea,Male,Stroke,170.7
Papua New Guinea,Male,Chronic obstructive pulmonary disease,96
Papua New Guinea,Female,Total,741.5
Papua New Guinea,Female,Lower respiratory infections,268.7
Papua New Guinea,Female,"Trachea, bronchus, lung cancers",4.84
Papua New Guinea,Female,Cataracts,0
Papua New Guinea,Female,Ischaemic heart disease,230.9
Papua New Guinea,Female,Stroke,168.7
Papua New Guinea,Female,Chronic obstructive pulmonary disease,68.37
Singapore,Both sexes,Total,757.5
Singapore,Both sexes,Lower respiratory infections,254.1
Singapore,Both sexes,"Trachea, bronchus, lung cancers",79.43
Singapore,Both sexes,Cataracts,0
Singapore,Both sexes,Ischaemic heart disease,281.5
Singapore,Both sexes,Stroke,93.84
Singapore,Both sexes,Chronic obstructive pulmonary disease,48.63
Singapore,Male,Total,988.5
Singapore,Male,Lower respiratory infections,285.7
Singapore,Male,"Trachea, bronchus, lung cancers",109.6
Singapore,Male,Ischaemic heart disease,407.9
Singapore,Male,Stroke,103.6
Singapore,Male,Chronic obstructive pulmonary disease,81.57
Singapore,Female,Total,531.9
Singapore,Female,Lower respiratory infections,223.2
Singapore,Female,"Trachea, bronchus, lung cancers",49.97
Singapore,Female,Cataracts,0
Singapore,Female,Ischaemic heart disease,158
Singapore,Female,Stroke,84.29
Singapore,Female,Chronic obstructive pulmonary disease,16.47
Solomon Islands,Both sexes,Total,584.3
Solomon Islands,Both sexes,Lower respiratory infections,170.6
Solomon Islands,Both sexes,"Trachea, bronchus, lung cancers",7.93
Solomon Islands,Both sexes,Cataracts,0
Solomon Islands,Both sexes,Ischaemic heart disease,215.8
Solomon Islands,Both sexes,Stroke,121.1
Solomon Islands,Both sexes,Chronic obstructive pulmonary disease,68.89
Solomon Islands,Male,Total,686.3
Solomon Islands,Male,Lower respiratory infections,177.5
Solomon Islands,Male,"Trachea, bronchus, lung cancers",11.57
Solomon Islands,Male,Ischaemic heart disease,281.6
Solomon Islands,Male,Stroke,126
Solomon Islands,Male,Chronic obstructive pulmonary disease,89.64
Solomon Islands,Female,Total,478.9
Solomon Islands,Female,Lower respiratory infections,163.5
Solomon Islands,Female,"Trachea, bronchus, lung cancers",4.17
Solomon Islands,Female,Cataracts,0
Solomon Islands,Female,Ischaemic heart disease,147.6
Solomon Islands,Female,Stroke,116.1
Solomon Islands,Female,Chronic obstructive pulmonary disease,47.43
Tonga,Both sexes,Total,539.6
Tonga,Both sexes,Lower respiratory infections,97.65
Tonga,Both sexes,"Trachea, bronchus, lung cancers",33.89
Tonga,Both sexes,Cataracts,0
Tonga,Both sexes,Ischaemic heart disease,244.1
Tonga,Both sexes,Stroke,87.83
Tonga,Both sexes,Chronic obstructive pulmonary disease,76.12
Tonga,Male,Total,711
Tonga,Male,Lower respiratory infections,101.6
Tonga,Male,"Trachea, bronchus, lung cancers",49.8
Tonga,Male,Ischaemic heart disease,364.8
Tonga,Male,Stroke,91.02
Tonga,Male,Chronic obstructive pulmonary disease,103.7
Tonga,Female,Total,367.1
Tonga,Female,Lower respiratory infections,93.65
Tonga,Female,"Trachea, bronchus, lung cancers",17.87
Tonga,Female,Cataracts,0
Tonga,Female,Ischaemic heart disease,122.6
Tonga,Female,Stroke,84.62
Tonga,Female,Chronic obstructive pulmonary disease,48.35
Tuvalu,Both sexes,Cataracts,0
Tuvalu,Female,Cataracts,0
Viet Nam,Both sexes,Total,966.3
Viet Nam,Both sexes,Lower respiratory infections,162
Viet Nam,Both sexes,"Trachea, bronchus, lung cancers",97.14
Viet Nam,Both sexes,Cataracts,0
Viet Nam,Both sexes,Ischaemic heart disease,246.1
Viet Nam,Both sexes,Stroke,303.8
Viet Nam,Both sexes,Chronic obstructive pulmonary disease,157.3
Viet Nam,Male,Total,1299
Viet Nam,Male,Lower respiratory infections,205.5
Viet Nam,Male,"Trachea, bronchus, lung cancers",131.3
Viet Nam,Male,Ischaemic heart disease,328.5
Viet Nam,Male,Stroke,433.4
Viet Nam,Male,Chronic obstructive pulmonary disease,200.4
Viet Nam,Female,Total,640.5
Viet Nam,Female,Lower respiratory infections,119.4
Viet Nam,Female,"Trachea, bronchus, lung cancers",63.68
Viet Nam,Female,Cataracts,0
Viet Nam,Female,Ischaemic heart disease,165.4
Viet Nam,Female,Stroke,176.9
Viet Nam,Female,Chronic obstructive pulmonary disease,115
Vanuatu,Both sexes,Total,630.2
Vanuatu,Both sexes,Lower respiratory infections,138
Vanuatu,Both sexes,"Trachea, bronchus, lung cancers",11.86
Vanuatu,Both sexes,Cataracts,0
Vanuatu,Both sexes,Ischaemic heart disease,280.9
Vanuatu,Both sexes,Stroke,127.4
Vanuatu,Both sexes,Chronic obstructive pulmonary disease,72.05
Vanuatu,Male,Total,764.7
Vanuatu,Male,Lower respiratory infections,151.1
Vanuatu,Male,"Trachea, bronchus, lung cancers",17.26
Vanuatu,Male,Ischaemic heart disease,365.3
Vanuatu,Male,Stroke,135.2
Vanuatu,Male,Chronic obstructive pulmonary disease,95.82
Vanuatu,Female,Total,492.3
Vanuatu,Female,Lower respiratory infections,124.5
Vanuatu,Female,"Trachea, bronchus, lung cancers",6.32
Vanuatu,Female,Cataracts,0
Vanuatu,Female,Ischaemic heart disease,194.5
Vanuatu,Female,Stroke,119.3
Vanuatu,Female,Chronic obstructive pulmonary disease,47.69
Samoa,Both sexes,Total,522.1
Samoa,Both sexes,Lower respiratory infections,89.39
Samoa,Both sexes,"Trachea, bronchus, lung cancers",11.15
Samoa,Both sexes,Cataracts,0
Samoa,Both sexes,Ischaemic heart disease,247.7
Samoa,Both sexes,Stroke,111.8
Samoa,Both sexes,Chronic obstructive pulmonary disease,62.07
Samoa,Male,Total,682.8
Samoa,Male,Lower respiratory infections,102.2
Samoa,Male,"Trachea, bronchus, lung cancers",17.29
Samoa,Male,Ischaemic heart disease,345.6
Samoa,Male,Stroke,133.3
Samoa,Male,Chronic obstructive pulmonary disease,84.42
Samoa,Female,Total,350.9
Samoa,Female,Lower respiratory infections,75.71
Samoa,Female,"Trachea, bronchus, lung cancers",4.61
Samoa,Female,Cataracts,0
Samoa,Female,Ischaemic heart disease,143.3
Samoa,Female,Stroke,89.03
Samoa,Female,Chronic obstructive pulmonary disease,38.24
